id;vehicle_id;latitude;longitude;theta;speed;battery;doors;last_seen;created_at
534499;EZ10_G2-005;52.4821582015;13.3572136096;-0.6714801192;0;66;f;2018-03-21 10:09:59+01;2018-03-21 09:10:00.055535
534502;EZ10_G2-005;52.482158195;13.3572136066;-0.6715072989;0;66;f;2018-03-21 10:10:01+01;2018-03-21 09:10:01.487417
534504;EZ10_G2-005;52.4821581985;13.3572136075;-0.6713479757;0;66;f;2018-03-21 10:10:02+01;2018-03-21 09:10:02.495903
534507;EZ10_G2-005;52.4821581988;13.3572136088;-0.6715256572;0;66;f;2018-03-21 10:10:03+01;2018-03-21 09:10:04.047956
534510;EZ10_G2-005;52.4821581998;13.3572136063;-0.6714759469;0;66;f;2018-03-21 10:10:05+01;2018-03-21 09:10:05.487226
534511;EZ10_G2-005;52.4821581961;13.3572136035;-0.6715129614;0;66;f;2018-03-21 10:10:05+01;2018-03-21 09:10:06.054196
534512;EZ10_G2-005;52.4821582029;13.3572136047;-0.6712639332;0;66;f;2018-03-21 10:10:06+01;2018-03-21 09:10:06.507417
534513;EZ10_G2-005;52.4821582026;13.3572136028;-0.6715375781;0;66;f;2018-03-21 10:10:06+01;2018-03-21 09:10:07.00641
534515;EZ10_G2-005;52.4821582045;13.3572136074;-0.6716039777;0;66;f;2018-03-21 10:10:07+01;2018-03-21 09:10:08.047341
534516;EZ10_G2-005;52.4821582053;13.3572136068;-0.6713812947;0;66;f;2018-03-21 10:10:08+01;2018-03-21 09:10:08.506519
534521;EZ10_G2-005;52.4821582054;13.357213609;-0.6714752913;0;66;f;2018-03-21 10:10:10+01;2018-03-21 09:10:11.007026
534522;EZ10_G2-005;52.4821582075;13.3572136101;-0.671674788;0;66;f;2018-03-21 10:10:11+01;2018-03-21 09:10:11.497939
534523;EZ10_G2-005;52.482158212;13.3572136103;-0.6714173555;0;66;f;2018-03-21 10:10:11+01;2018-03-21 09:10:12.015736
534524;EZ10_G2-005;52.4821582112;13.3572136084;-0.6714653373;0;66;f;2018-03-21 10:10:12+01;2018-03-21 09:10:12.491331
534525;EZ10_G2-005;52.4821582144;13.3572136123;-0.6715163589;0;66;f;2018-03-21 10:10:12+01;2018-03-21 09:10:13.016604
534527;EZ10_G2-005;52.4821582189;13.3572136114;-0.6714496017;0;66;f;2018-03-21 10:10:13+01;2018-03-21 09:10:14.056183
534528;EZ10_G2-005;52.4821582187;13.3572136105;-0.6714421511;0;66;f;2018-03-21 10:10:14+01;2018-03-21 09:10:14.495093
534529;EZ10_G2-005;52.4821582182;13.3572136097;-0.6711935401;0;66;f;2018-03-21 10:10:14+01;2018-03-21 09:10:15.006914
534530;EZ10_G2-005;52.4821582181;13.3572136081;-0.6715828776;0;66;f;2018-03-21 10:10:15+01;2018-03-21 09:10:15.494451
534534;EZ10_G2-005;52.4821582218;13.3572136038;-0.6714631915;0;66;f;2018-03-21 10:10:17+01;2018-03-21 09:10:17.494025
534535;EZ10_G2-005;52.4821582208;13.3572136018;-0.6713924408;0;66;f;2018-03-21 10:10:17+01;2018-03-21 09:10:18.046625
