id;vehicle_id;latitude;longitude;theta;speed;battery;doors;last_seen;created_at
473532;EZ10_G2-005;52.4821666632;13.3572209682;-0.6730316877;0;64;f;2018-03-19 10:03:12+01;2018-03-19 09:03:12.249476
473533;EZ10_G2-005;52.4821666766;13.3572210128;-0.6729305983;0;64;f;2018-03-19 10:03:12+01;2018-03-19 09:03:12.741716
473534;EZ10_G2-005;52.4821666903;13.3572210472;-0.6724712253;0;64;f;2018-03-19 10:03:13+01;2018-03-19 09:03:13.241555
473539;EZ10_G2-005;52.4821667901;13.3572211958;-0.6724210978;0;64;f;2018-03-19 10:03:15+01;2018-03-19 09:03:15.80146
473540;EZ10_G2-005;52.4821668087;13.3572212215;-0.6726318598;0;64;f;2018-03-19 10:03:16+01;2018-03-19 09:03:16.280663
473541;EZ10_G2-005;52.4821668186;13.3572212344;-0.672477603;0;64;f;2018-03-19 10:03:16+01;2018-03-19 09:03:16.741516
473542;EZ10_G2-005;52.4821668252;13.3572212466;-0.6725090742;0;64;f;2018-03-19 10:03:17+01;2018-03-19 09:03:17.249825
473543;EZ10_G2-005;52.482166833;13.3572212618;-0.6725710034;0;64;f;2018-03-19 10:03:17+01;2018-03-19 09:03:17.801603
473544;EZ10_G2-005;52.4821668319;13.3572212692;-0.6727610826;0;64;f;2018-03-19 10:03:18+01;2018-03-19 09:03:18.239504
473545;EZ10_G2-005;52.4821668343;13.3572212787;-0.6726150513;0;64;f;2018-03-19 10:03:18+01;2018-03-19 09:03:18.761366
473546;EZ10_G2-005;52.4821668354;13.3572212828;-0.672529757;0;64;f;2018-03-19 10:03:19+01;2018-03-19 09:03:19.241038
473547;EZ10_G2-005;52.4821668492;13.3572212959;-0.672552526;0;64;f;2018-03-19 10:03:19+01;2018-03-19 09:03:19.741554
473548;EZ10_G2-005;52.4821668551;13.3572213034;-0.6725786328;0;64;f;2018-03-19 10:03:20+01;2018-03-19 09:03:20.281586
473549;EZ10_G2-005;52.4821668514;13.3572213033;-0.6724325418;0;64;f;2018-03-19 10:03:20+01;2018-03-19 09:03:20.817821
473550;EZ10_G2-005;52.4821668585;13.3572213137;-0.6725227833;0;64;f;2018-03-19 10:03:21+01;2018-03-19 09:03:21.240698
473551;EZ10_G2-005;52.4821668612;13.3572213099;-0.6724638343;0;64;f;2018-03-19 10:03:21+01;2018-03-19 09:03:21.741503
473554;EZ10_G2-005;52.4821668572;13.3572213134;-0.6725852489;0;64;f;2018-03-19 10:03:23+01;2018-03-19 09:03:23.30227
473555;EZ10_G2-005;52.4821668566;13.3572213156;-0.6724925637;0;64;f;2018-03-19 10:03:23+01;2018-03-19 09:03:23.817402
473556;EZ10_G2-005;52.4821668619;13.3572213235;-0.6728303432;0;64;f;2018-03-19 10:03:24+01;2018-03-19 09:03:24.279555
