id;vehicle_id;latitude;longitude;theta;speed;battery;doors;last_seen;created_at
4;EZ10_G2-005;52.4821629317;13.3572122319;-0.6957088709;0;66;f;2018-02-13 15:25:08+01;2018-02-13 14:25:08.270963
5;EZ10_G2-005;52.4821629315;13.3572122382;-0.6960601211;0;66;f;2018-02-13 15:25:08+01;2018-02-13 14:25:08.733317
6;EZ10_G2-005;52.4821629262;13.3572122311;-0.6959661841;0;66;f;2018-02-13 15:25:09+01;2018-02-13 14:25:09.280993
7;EZ10_G2-005;52.4821629306;13.35721224;-0.6955226064;0;66;f;2018-02-13 15:25:09+01;2018-02-13 14:25:09.709671
8;EZ10_G2-005;52.4821629221;13.357212229;-0.6960395575;0;66;f;2018-02-13 15:25:10+01;2018-02-13 14:25:10.266444
9;EZ10_G2-005;52.4821629204;13.3572122281;-0.6960511208;0;66;f;2018-02-13 15:25:10+01;2018-02-13 14:25:10.740874
10;EZ10_G2-005;52.4821629235;13.3572122325;-0.6959508657;0;66;f;2018-02-13 15:25:11+01;2018-02-13 14:25:11.208863
11;EZ10_G2-005;52.4821629198;13.3572122232;-0.6957313418;0;66;f;2018-02-13 15:25:11+01;2018-02-13 14:25:11.741912
12;EZ10_G2-005;52.4821629148;13.3572122127;-0.6963298321;0;66;f;2018-02-13 15:25:12+01;2018-02-13 14:25:12.197982
13;EZ10_G2-005;52.4821629196;13.3572122223;-0.6958808899;0;66;f;2018-02-13 15:25:12+01;2018-02-13 14:25:12.71674
14;EZ10_G2-005;52.4821629148;13.3572122174;-0.6960318685;0;66;f;2018-02-13 15:25:13+01;2018-02-13 14:25:13.209518
15;EZ10_G2-005;52.482162922;13.3572122289;-0.6960151792;0;66;f;2018-02-13 15:25:13+01;2018-02-13 14:25:13.717868
16;EZ10_G2-005;52.4821629196;13.3572122207;-0.6960183382;0;66;f;2018-02-13 15:25:14+01;2018-02-13 14:25:14.209397
17;EZ10_G2-005;52.4821629226;13.357212227;-0.6962779164;0;66;f;2018-02-13 15:25:14+01;2018-02-13 14:25:14.709656
18;EZ10_G2-005;52.4821629198;13.357212218;-0.6959500313;0;66;f;2018-02-13 15:25:15+01;2018-02-13 14:25:15.209831
19;EZ10_G2-005;52.4821629228;13.3572122238;-0.6960690618;0;66;f;2018-02-13 15:25:15+01;2018-02-13 14:25:15.742091
20;EZ10_G2-005;52.4821629181;13.3572122114;-0.6957978606;0;66;f;2018-02-13 15:25:16+01;2018-02-13 14:25:16.208975
21;EZ10_G2-005;52.4821629251;13.3572122246;-0.696046114;0;66;f;2018-02-13 15:25:16+01;2018-02-13 14:25:16.708886
22;EZ10_G2-005;52.482162918;13.3572122106;-0.6960889697;0;66;f;2018-02-13 15:25:17+01;2018-02-13 14:25:17.197381
23;EZ10_G2-005;52.4821629223;13.3572122168;-0.6957266927;0;66;f;2018-02-13 15:25:17+01;2018-02-13 14:25:17.716539
