id;vehicle_id;latitude;longitude;theta;speed;battery;doors;last_seen;created_at
447076;EZ10_G2-005;52.4821641383;13.3572294527;-0.7080034614;0;70;f;2018-03-16 10:14:52+01;2018-03-16 09:14:52.917336
447077;EZ10_G2-005;52.4821641365;13.3572294519;-0.7079091072;0;70;f;2018-03-16 10:14:53+01;2018-03-16 09:14:53.358232
447078;EZ10_G2-005;52.4821641367;13.3572294527;-0.7080337405;0;70;f;2018-03-16 10:14:53+01;2018-03-16 09:14:53.877215
447079;EZ10_G2-005;52.4821641381;13.3572294463;-0.7080050707;0;70;f;2018-03-16 10:14:54+01;2018-03-16 09:14:54.358546
447080;EZ10_G2-005;52.4821641447;13.3572294507;-0.7080159783;0;70;f;2018-03-16 10:14:54+01;2018-03-16 09:14:54.919001
447081;EZ10_G2-005;52.4821641445;13.357229444;-0.7079762816;0;70;f;2018-03-16 10:14:55+01;2018-03-16 09:14:55.356422
447082;EZ10_G2-005;52.4821641446;13.3572294505;-0.7079845071;0;70;f;2018-03-16 10:14:55+01;2018-03-16 09:14:55.88444
447083;EZ10_G2-005;52.4821641415;13.357229443;-0.7079780698;0;70;f;2018-03-16 10:14:56+01;2018-03-16 09:14:56.355283
447084;EZ10_G2-005;52.4821641374;13.3572294474;-0.7079710364;0;70;f;2018-03-16 10:14:56+01;2018-03-16 09:14:56.857411
447085;EZ10_G2-005;52.4821641376;13.3572294472;-0.7080337405;0;70;f;2018-03-16 10:14:57+01;2018-03-16 09:14:57.356504
447086;EZ10_G2-005;52.4821641434;13.3572294551;-0.7081666589;0;70;f;2018-03-16 10:14:57+01;2018-03-16 09:14:57.91697
447087;EZ10_G2-005;52.4821641405;13.3572294534;-0.7080198526;0;70;f;2018-03-16 10:14:58+01;2018-03-16 09:14:58.356421
447088;EZ10_G2-005;52.4821641337;13.3572294542;-0.7077710032;0;70;f;2018-03-16 10:14:58+01;2018-03-16 09:14:58.918579
447089;EZ10_G2-005;52.4821641254;13.3572294419;-0.7077478766;0;70;f;2018-03-16 10:14:59+01;2018-03-16 09:14:59.356338
447090;EZ10_G2-005;52.4821641214;13.3572294452;-0.7079654336;0;70;f;2018-03-16 10:14:59+01;2018-03-16 09:14:59.863579
447091;EZ10_G2-005;52.4821641193;13.3572294373;-0.7079750896;0;70;f;2018-03-16 10:15:00+01;2018-03-16 09:15:00.356327
447092;EZ10_G2-005;52.4821641209;13.3572294393;-0.7079606056;0;70;f;2018-03-16 10:15:00+01;2018-03-16 09:15:00.905293
447093;EZ10_G2-005;52.4821641247;13.3572294373;-0.708100915;0;70;f;2018-03-16 10:15:01+01;2018-03-16 09:15:01.357596
447094;EZ10_G2-005;52.482164126;13.3572294395;-0.7080190778;0;70;f;2018-03-16 10:15:01+01;2018-03-16 09:15:01.92078
447095;EZ10_G2-005;52.4821641246;13.3572294348;-0.70800668;0;70;f;2018-03-16 10:15:02+01;2018-03-16 09:15:02.359011
447096;EZ10_G2-005;52.4821641225;13.3572294372;-0.7079789639;0;70;f;2018-03-16 10:15:02+01;2018-03-16 09:15:02.912499
447097;EZ10_G2-005;52.4821641241;13.3572294329;-0.7080061436;0;70;f;2018-03-16 10:15:03+01;2018-03-16 09:15:03.360981
447098;EZ10_G2-005;52.4821641258;13.3572294396;-0.7081106901;0;70;f;2018-03-16 10:15:03+01;2018-03-16 09:15:03.85658
447099;EZ10_G2-005;52.4821641272;13.3572294359;-0.7080289721;0;70;f;2018-03-16 10:15:04+01;2018-03-16 09:15:04.355472
447100;EZ10_G2-005;52.4821641298;13.3572294488;-0.7081171274;0;70;f;2018-03-16 10:15:04+01;2018-03-16 09:15:04.876871
