id;vehicle_id;latitude;longitude;theta;speed;battery;doors;last_seen;created_at
22994;EZ10_G2-005;52.4821564509;13.3572141116;-0.6402196288;0;58;f;2018-02-15 09:03:56+01;2018-02-15 08:03:56.253759
22995;EZ10_G2-005;52.4821564526;13.3572141061;-0.6403662562;0;58;f;2018-02-15 09:03:56+01;2018-02-15 08:03:56.764468
22999;EZ10_G2-005;52.4821564454;13.3572140841;-0.6403488517;0;58;f;2018-02-15 09:03:58+01;2018-02-15 08:03:58.745421
22996;EZ10_G2-005;52.4821564509;13.3572141013;-0.6405683756;0;58;f;2018-02-15 09:03:57+01;2018-02-15 08:03:57.252383
22997;EZ10_G2-005;52.4821564468;13.3572140971;-0.6407063603;0;58;f;2018-02-15 09:03:57+01;2018-02-15 08:03:57.805428
22998;EZ10_G2-005;52.4821564449;13.3572140897;-0.6403957605;0;58;f;2018-02-15 09:03:58+01;2018-02-15 08:03:58.242529
23001;EZ10_G2-005;52.4821564401;13.3572140778;-0.6401266456;0;58;f;2018-02-15 09:03:59+01;2018-02-15 08:03:59.745093
23005;EZ10_G2-005;52.482156432;13.3572140652;-0.6407017708;0;58;f;2018-02-15 09:04:01+01;2018-02-15 08:04:01.745657
23006;EZ10_G2-005;52.4821564257;13.3572140601;-0.6403659582;0;58;f;2018-02-15 09:04:02+01;2018-02-15 08:04:02.253572
23007;EZ10_G2-005;52.4821564263;13.3572140595;-0.6404402256;0;58;f;2018-02-15 09:04:02+01;2018-02-15 08:04:02.753475
23009;EZ10_G2-005;52.4821564325;13.3572140539;-0.6401874423;0;58;f;2018-02-15 09:04:03+01;2018-02-15 08:04:03.753839
23010;EZ10_G2-005;52.4821564327;13.3572140498;-0.6401430964;0;58;f;2018-02-15 09:04:04+01;2018-02-15 08:04:04.284375
23012;EZ10_G2-005;52.4821564306;13.3572140476;-0.6403846145;0;58;f;2018-02-15 09:04:05+01;2018-02-15 08:04:05.244561
23015;EZ10_G2-005;52.4821564352;13.3572140448;-0.6405013204;0;58;f;2018-02-15 09:04:06+01;2018-02-15 08:04:06.744558
23027;EZ10_G2-005;52.4821564403;13.357214059;-0.6412081718;0;58;f;2018-02-15 09:04:12+01;2018-02-15 08:04:12.749165
23028;EZ10_G2-005;52.4821564504;13.357214067;-0.6409661174;0;58;f;2018-02-15 09:04:13+01;2018-02-15 08:04:13.253983
