id;vehicle_id;latitude;longitude;theta;speed;battery;doors;last_seen;created_at
704086;EZ10_G2-005;52.4820681423;13.3574185102;-0.6338457465;0;63;f;2018-04-03 12:59:46+02;2018-04-03 10:59:46.262172
704087;EZ10_G2-005;52.4820681453;13.3574184858;-0.6340209842;0;63;f;2018-04-03 12:59:46+02;2018-04-03 10:59:46.754846
704088;EZ10_G2-005;52.4820681649;13.3574184834;-0.6341872811;0;63;f;2018-04-03 12:59:47+02;2018-04-03 10:59:47.235726
704089;EZ10_G2-005;52.4820681662;13.357418458;-0.6338995099;0;63;f;2018-04-03 12:59:47+02;2018-04-03 10:59:47.742501
704090;EZ10_G2-005;52.4820681802;13.3574184496;-0.6337718368;0;63;f;2018-04-03 12:59:48+02;2018-04-03 10:59:48.254969
704091;EZ10_G2-005;52.4820681848;13.3574184292;-0.6339018345;0;63;f;2018-04-03 12:59:48+02;2018-04-03 10:59:48.753677
704092;EZ10_G2-005;52.4820681964;13.3574184268;-0.6338522434;0;63;f;2018-04-03 12:59:49+02;2018-04-03 10:59:49.293986
704093;EZ10_G2-005;52.4820681985;13.3574184128;-0.6338078976;0;63;f;2018-04-03 12:59:49+02;2018-04-03 10:59:49.753733
704094;EZ10_G2-005;52.4820681985;13.3574184128;-0.6338078976;0;63;f;2018-04-03 12:59:49+02;2018-04-03 10:59:49.831799
704095;EZ10_G2-005;52.4820682075;13.3574184057;-0.6339133978;0;63;f;2018-04-03 12:59:50+02;2018-04-03 10:59:50.834025
704096;EZ10_G2-005;52.4820682075;13.3574183964;-0.6340065598;0;63;f;2018-04-03 12:59:50+02;2018-04-03 10:59:50.845735
704097;EZ10_G2-005;52.4820682157;13.3574183936;-0.6342945099;0;63;f;2018-04-03 12:59:51+02;2018-04-03 10:59:51.263598
704098;EZ10_G2-005;52.4820681971;13.3574183552;-0.634535253;0;63;f;2018-04-03 12:59:51+02;2018-04-03 10:59:51.755886
704099;EZ10_G2-005;52.4820681849;13.3574183276;-0.6343278289;0;63;f;2018-04-03 12:59:52+02;2018-04-03 10:59:52.239407
704100;EZ10_G2-005;52.4820681647;13.3574183005;-0.6342384815;0;63;f;2018-04-03 12:59:52+02;2018-04-03 10:59:52.816747
704101;EZ10_G2-005;52.4820681576;13.3574182964;-0.63408494;0;63;f;2018-04-03 12:59:53+02;2018-04-03 10:59:53.273633
704102;EZ10_G2-005;52.482068151;13.3574182842;-0.6340388656;0;63;f;2018-04-03 12:59:53+02;2018-04-03 10:59:53.762926
704103;EZ10_G2-005;52.4820681549;13.3574182866;-0.6339210868;0;63;f;2018-04-03 12:59:54+02;2018-04-03 10:59:54.254674
704104;EZ10_G2-005;52.4820681511;13.3574182901;-0.6335693002;0;63;f;2018-04-03 12:59:54+02;2018-04-03 10:59:54.754812
704105;EZ10_G2-005;52.4820681534;13.3574183049;-0.6338062882;0;63;f;2018-04-03 12:59:55+02;2018-04-03 10:59:55.254229
704106;EZ10_G2-005;52.4820681502;13.3574183098;-0.6336638331;0;63;f;2018-04-03 12:59:55+02;2018-04-03 10:59:55.754044
704107;EZ10_G2-005;52.4820681581;13.3574183247;-0.6335468292;0;63;f;2018-04-03 12:59:56+02;2018-04-03 10:59:56.254925
704108;EZ10_G2-005;52.4820681527;13.3574183255;-0.6336952448;0;63;f;2018-04-03 12:59:56+02;2018-04-03 10:59:56.753776
704109;EZ10_G2-005;52.482068157;13.357418339;-0.6335471272;0;63;f;2018-04-03 12:59:57+02;2018-04-03 10:59:57.23793
704110;EZ10_G2-005;52.4820681492;13.3574183333;-0.6335504055;0;63;f;2018-04-03 12:59:57+02;2018-04-03 10:59:57.762617
704111;EZ10_G2-005;52.482068112;13.3574184401;-0.6327413917;0.0269753896;63;f;2018-04-03 12:59:58+02;2018-04-03 10:59:58.254099
704112;EZ10_G2-005;52.4820678964;13.3574189042;-0.6350463033;0.1365237683;63;f;2018-04-03 12:59:58+02;2018-04-03 10:59:58.754886
704113;EZ10_G2-005;52.4820673093;13.3574201764;-0.6527780294;0.2942411005;63;f;2018-04-03 12:59:59+02;2018-04-03 10:59:59.254442
704114;EZ10_G2-005;52.4820662367;13.3574223413;-0.7006501555;0.4510163665;63;f;2018-04-03 12:59:59+02;2018-04-03 10:59:59.756103
704115;EZ10_G2-005;52.4820646822;13.357425189;-0.7662525177;0.5354223251;63;f;2018-04-03 13:00:00+02;2018-04-03 11:00:00.263201
704116;EZ10_G2-005;52.4820628309;13.3574281347;-0.8281724453;0.5401434898;63;f;2018-04-03 13:00:00+02;2018-04-03 11:00:00.754322
704117;EZ10_G2-005;52.4820609052;13.357430926;-0.8814465404;0.5703253746;63;f;2018-04-03 13:00:01+02;2018-04-03 11:00:01.276005
704118;EZ10_G2-005;52.4820589327;13.3574334807;-0.930091083;0.5452727079;63;f;2018-04-03 13:00:01+02;2018-04-03 11:00:01.754482
704119;EZ10_G2-005;52.4820570493;13.3574357243;-0.9719413519;0.5191605687;63;f;2018-04-03 13:00:02+02;2018-04-03 11:00:02.238853
704120;EZ10_G2-005;52.4820551173;13.3574378072;-1.0097175837;0.520031631;63;f;2018-04-03 13:00:02+02;2018-04-03 11:00:02.762837
